# 거리 단위 수정 보고서
생성일: 2025-11-24T09:25:24.746Z

## 요약
- 수정 대상: 977개
- 성공: 977개
- 실패: 0개

## 수정 내역

| ID | 산 | 등산로 | 기존 거리 | 수정 거리 |
| 8d148cc8-8859-45d9-b302-1f847331d412 | 마이산 | 마이산 1번 코스 (정방향) | 15768m | 15.8km |
| fdb8b51a-0ec4-49d8-b7db-3e93a07dc206 | 공작산 | 공작산 5번 코스 (정방향) | 15721m | 15.7km |
| 3a103fc4-6254-4d8a-bb3c-fcce6f055329 | 금정산 | 금정산 13번 코스 (역방향) | 15591m | 15.6km |
| 8c7a9ed3-2b2f-43a5-bcca-86022df05c89 | 천마산 | 천마산 1번 코스 (역방향) | 15589m | 15.6km |
| 54e7ae95-e28e-46f1-8e3d-a79c4bb89bb0 | 한라산 | 한라산 3번 코스 (왕복코스) | 15566m | 15.6km |
| bcaf9318-0b93-4f62-9ce8-d55857e19c30 | 가리왕산 | 가리왕산 2번 코스 (역방향) | 15503m | 15.5km |
| f12e6058-89d2-42d8-9979-93cc4a259e30 | 화악산 | 화악산 2번 코스 (왕복코스) | 15315m | 15.3km |
| 3de4191a-7d25-41a7-a4b9-50633d4c6d7c | 북한산 | 북한산 28번 코스 (역방향) | 15308m | 15.3km |
| 91289920-5ae8-4a7d-81b6-47acf91c7946 | 백운산(광양) | 백운산(광양) 3번 코스 (왕복코스) | 15307m | 15.3km |
| 5ca4c143-2552-4103-849b-a65111bfd16c | 용화산 | 용화산 4번 코스 (왕복코스) | 15289m | 15.3km |
| ec941703-1d72-4261-b4c4-66f52f45be5c | 마이산 | 마이산 3번 코스 (왕복코스) | 15237m | 15.2km |
| 09233691-d32b-4291-8234-d7e735272643 | 금정산 | 금정산 37번 코스 (왕복코스) | 15183m | 15.2km |
| 0462c50c-fb84-43ae-89c1-1923becc70f0 | 북한산 | 북한산 1번 코스 (정방향) | 15167m | 15.2km |
| f2c51346-af39-41f6-ba88-e9f2346be461 | 지리산 | 지리산 1번 코스 (왕복코스) | 15131m | 15.1km |
| 3dd286af-b0af-489b-afb1-03494659c245 | 운악산 | 운악산 6번 코스 (정방향) | 15124m | 15.1km |
| 81e12ee1-8b75-4009-9a8e-d0a3e51e630b | 금정산 | 금정산 27번 코스 (왕복코스) | 15113m | 15.1km |
| 3a9cf417-4410-4bf0-9082-30f14aaf4d6c | 덕유산 | 덕유산 5번 코스 (왕복코스) | 15110m | 15.1km |
| a3b8da46-ad73-4a29-a034-831b0d77b3ef | 백운산(광양) | 백운산(광양) 6번 코스 (정방향) | 15105m | 15.1km |
| 1d57a666-3d6d-4908-ab0d-78ca14ed24b1 | 천관산 | 천관산 6번 코스 (역방향) | 15019m | 15km |
| 1d355a4d-b735-4f7e-9d4e-5eee8ee3d365 | 덕유산 | 덕유산 3번 코스 (왕복코스) | 15010m | 15km |
| 9dcf502f-31a9-4462-ac0a-0b3e3a93caf7 | 대관령숲길 | 대관령숲길 6번 코스 (왕복코스) | 14982m | 15km |
| c4b32193-64a7-48b3-aec6-93e49af3b865 | 운문산 | 운문산 3번 코스 (왕복코스) | 14922m | 14.9km |
| d5ed228f-eed7-4937-a74d-2e689830784e | 대관령숲길 | 대관령숲길 10번 코스 (정방향) | 14906m | 14.9km |
| 4b7041ec-0c33-41f3-b176-f96e6deee32c | 대관령숲길 | 대관령숲길 10번 코스 (역방향) | 14891m | 14.9km |
| 03635052-b035-4674-93aa-b35e3cf1be75 | 도락산 | 도락산 1번 코스 (정방향) | 14870m | 14.9km |
| 9bdbe65b-dbd6-44f1-b759-166d89646678 | 삼악산 | 삼악산 6번 코스 (역방향) | 14832m | 14.8km |
| 3759d4b8-fc1e-4c08-b345-408c468ffca7 | 신불산 | 신불산 2번 코스 (역방향) | 14819m | 14.8km |
| 388f3f63-0b9f-44ab-85f9-992d54fdd484 | 지리산둘레길 | 지리산둘레길 19번 코스 (왕복코스) | 14727m | 14.7km |
| 2555105b-9106-4ca1-9efd-b7c8b8cfe6ba | 계룡산 | 계룡산 3번 코스 (역방향) | 14722m | 14.7km |
| 3563f070-ff56-4438-a2da-bf4c7ce57d35 | 팔공산 | 팔공산 8번 코스 (역방향) | 14709m | 14.7km |
| 10fd8ccd-62fd-4167-8d4e-648fe8038a60 | 금정산 | 금정산 17번 코스 (왕복코스) | 14633m | 14.6km |
| 875aa014-775b-4509-886b-2df6070c493c | 북한산 | 북한산 51번 코스 (역방향) | 14582m | 14.6km |
| 3216329b-8dcc-4e20-9a87-c01e95b57cca | 북한산 | 북한산 51번 코스 (정방향) | 14566m | 14.6km |
| d33a0840-01d2-4f00-a81b-0101f692eaa2 | 방장산 | 방장산 1번 코스 (정방향) | 14470m | 14.5km |
| 2399b265-2373-41a3-a129-64a919e9df0f | 지리산 | 지리산 4번 코스 (왕복코스) | 14347m | 14.3km |
| df043e70-5e92-45df-a0c8-01ed88c4a726 | 서대산 | 서대산 4번 코스 (역방향) | 14319m | 14.3km |
| f067ce0a-128a-496e-96b9-85dc45be599a | 내장산 | 내장산 4번 코스 (정방향) | 14288m | 14.3km |
| 3b8871ef-6d83-49da-a675-f3cb8d7def73 | 소백산 | 소백산 5번 코스 (역방향) | 14265m | 14.3km |
| fe7e62f9-6718-4b73-8ce2-cb5500c16ea1 | 소백산 | 소백산 5번 코스 (정방향) | 14254m | 14.3km |
| 903759c2-7068-4f6d-9fc6-185c1cc12723 | 금수산 | 금수산 3번 코스 (정방향) | 14237m | 14.2km |
| f1a1c83e-1e6e-4a3a-ba04-7a4ec9c2f6a8 | 금수산 | 금수산 1번 코스 (정방향) | 14237m | 14.2km |
| 953bd2e7-9235-4767-964c-0d3c949b2db6 | 삼악산 | 삼악산 13번 코스 (정방향) | 14223m | 14.2km |
| 67d5efd7-d536-4ecb-9bcd-9c02126cfcbe | 팔공산 | 팔공산 19번 코스 (역방향) | 14222m | 14.2km |
| 9a544f5a-e66c-42b9-a49d-8eb4ee05aca0 | 삼악산 | 삼악산 13번 코스 (역방향) | 14217m | 14.2km |
| 4fcf4ec0-8c2b-4525-a0ba-baa63a78d4e7 | 가지산 | 가지산 2번 코스 (역방향) | 14205m | 14.2km |
| 0acfb3d9-9de0-43ec-8461-3c8b1d313913 | 무등산 | 무등산 20번 코스 (역방향) | 14178m | 14.2km |
| cb87645f-a328-4577-be02-689cebdada8c | 도봉산 | 도봉산 25번 코스 (역방향) | 14165m | 14.2km |
| 953e408f-a8de-476f-9e4b-32a4799ce6bd | 팔공산 | 팔공산 15번 코스 (역방향) | 14143m | 14.1km |
| 4aa6c7bb-d67e-487b-9c8d-12927c4d63b7 | 팔공산 | 팔공산 11번 코스 (역방향) | 14126m | 14.1km |
| 97111c8b-3972-4d13-8293-aeeb342c7760 | 변산 | 변산 3번 코스 (정방향) | 14111m | 14.1km |
| eb773706-a376-461d-9ab4-cadc58a058c8 | 내연산 | 내연산 2번 코스 (왕복코스) | 14105m | 14.1km |
| d5e7209c-faf0-49db-8420-52771177ae15 | 금수산 | 금수산 3번 코스 (역방향) | 14097m | 14.1km |
| fd2da4b3-8d20-48ec-b4f7-d562ce190cff | 관악산 | 관악산 17번 코스 (역방향) | 14064m | 14.1km |
| a2b04588-4b47-463e-a7e3-7f9cec483ed4 | 관악산 | 관악산 17번 코스 (정방향) | 14064m | 14.1km |
| b0114941-da14-4535-af9a-54bf6e2cbb7b | 화악산 | 화악산 4번 코스 (정방향) | 14038m | 14km |
| 0dd826cf-6c1b-4efe-a69e-8179c5cbcd6c | 금정산 | 금정산 11번 코스 (역방향) | 14030m | 14km |
| 974d3f04-ba1e-4dff-b05d-cd5536e7cee9 | 소백산 | 소백산 1번 코스 (왕복코스) | 14030m | 14km |
| edfcb32a-edea-4adb-ab27-d8a52fbd9e0c | 지리산 | 지리산 2번 코스 (정방향) | 13986m | 14km |
| c1c962d5-a70b-4887-b5d3-d1dcf3fdeec3 | 미륵산 | 미륵산 5번 코스 (정방향) | 13956m | 14km |
| 25209ddd-64cf-4c8f-84d0-a1890dd9371c | 화악산 | 화악산 4번 코스 (역방향) | 13948m | 13.9km |
| c95b32a3-c966-412d-b7de-7b30d738c339 | 공작산 | 공작산 3번 코스 (정방향) | 13913m | 13.9km |
| 25801165-dcad-4f62-a97a-e2540e4c9554 | 감악산 | 감악산 2번 코스 (정방향) | 13900m | 13.9km |
| 732f96f8-e83e-4593-aa53-39d533267c39 | 금정산 | 금정산 32번 코스 (정방향) | 13877m | 13.9km |
| 59128d14-1e0a-495c-ab12-b790fe973ece | 신불산 | 신불산 12번 코스 (정방향) | 13848m | 13.8km |
| aac07934-fe90-41da-85fd-8e91814b914e | 관악산 | 관악산 21번 코스 (역방향) | 13813m | 13.8km |
| 25d67764-3081-482a-9a4f-a36bd034944e | 소백산 | 소백산 9번 코스 (왕복코스) | 13811m | 13.8km |
| e21c69bb-2272-4aaf-a48e-dc2ad5066b4c | 금정산 | 금정산 32번 코스 (역방향) | 13795m | 13.8km |
| d1490fe3-4268-4783-ad9c-52c16a018481 | 월출산 | 월출산 2번 코스 (역방향) | 13747m | 13.7km |
| 62cab4e3-4716-4e99-ad17-6a5b52437db6 | 두타산 | 두타산 4번 코스 (왕복코스) | 13736m | 13.7km |
| 38e82cbb-c8cf-4e3c-82c9-4eb753163af1 | 무등산 | 무등산 19번 코스 (역방향) | 13727m | 13.7km |
| 2e5a59af-abf8-47f6-b62c-a558b72dafdc | 백덕산 | 백덕산 2번 코스 (정방향) | 13559m | 13.6km |
| d115e43f-c07d-4292-bd74-dcc025f0cda9 | 관악산 | 관악산 2번 코스 (정방향) | 13552m | 13.6km |
| a7cfdcdb-d636-47fe-b73e-fd348c109a54 | 치악산 | 치악산 7번 코스 (역방향) | 13544m | 13.5km |
| cf2c97b6-8f62-4adf-81c3-825b261c9891 | 서대산 | 서대산 5번 코스 (정방향) | 13538m | 13.5km |
| 3274ebb6-2f04-400b-9042-53bada5d3fff | 대야산 | 대야산 2번 코스 (역방향) | 13520m | 13.5km |
| 6ad0213f-16f2-4d58-87d9-1d35bfa22e77 | 공작산 | 공작산 4번 코스 (역방향) | 13516m | 13.5km |
| ce5d32fe-bac2-47da-b493-0d7d8a4615ea | 금정산 | 금정산 6번 코스 (역방향) | 13494m | 13.5km |
| ba5dd4b4-dff2-40c3-a52a-88157e54572b | 용화산 | 용화산 6번 코스 (왕복코스) | 13485m | 13.5km |
| 604c5560-a5fd-47f2-ad44-3a98be30430e | 무등산 | 무등산 4번 코스 (왕복코스) | 13480m | 13.5km |
| 51a923ae-0a61-4d7a-b5f3-ded68b8cb88f | 신불산 | 신불산 13번 코스 (정방향) | 13456m | 13.5km |
| 403fc98e-5ff1-49e0-ae66-036d0a1b1074 | 용화산 | 용화산 3번 코스 (왕복코스) | 13419m | 13.4km |
| 73685203-a13e-446d-9ff9-b1bc64ddc3b9 | 무등산 | 무등산 23번 코스 (역방향) | 13394m | 13.4km |
| ae5dcd62-22b1-4c43-8942-3951198ce4de | 마니산 | 마니산 1번 코스 (역방향) | 13353m | 13.4km |
| 14d54044-f01e-4dc3-9c7f-ac2c821c423b | 명지산 | 명지산 3번 코스 (왕복코스) | 13295m | 13.3km |
| ede3737b-3580-40a0-9c92-9826d376b436 | 재약산 | 재약산 1번 코스 (왕복코스) | 13286m | 13.3km |
| 2c8df4ce-757a-4935-8ac2-2e5907534c6d | 북한산 | 북한산 46번 코스 (정방향) | 13244m | 13.2km |
| 2aa26177-eafb-437a-8a6a-200c5c018d4b | 도봉산 | 도봉산 7번 코스 (정방향) | 13207m | 13.2km |
| 0f278094-dc94-4713-a857-20a9a93d77be | 내장산 | 내장산 2번 코스 (왕복코스) | 13203m | 13.2km |
| df818f78-043f-42ac-ae99-a2086c9f57a4 | 미륵산 | 미륵산 3번 코스 (정방향) | 13198m | 13.2km |
| ba8077f6-343d-4635-b4ee-466badf0ca1b | 울진금강소나무숲길 | 울진금강소나무숲길 1번 코스 (역방향) | 13197m | 13.2km |
| bba5f26f-469b-4880-af47-31ae844b433b | 유명산 | 유명산 4번 코스 (역방향) | 13137m | 13.1km |
| 237d34f8-b87c-40e0-a22c-95d083677026 | 축령산 | 축령산 4번 코스 (역방향) | 13095m | 13.1km |
| 809988dd-78c4-4db0-b4dd-c5df9592ab01 | 도봉산 | 도봉산 41번 코스 (역방향) | 13087m | 13.1km |
| 8f833f93-fdf5-4b1b-9399-9ad8ef1e4a4c | 천마산 | 천마산 2번 코스 (정방향) | 13085m | 13.1km |
| 51840d09-305d-46f4-a3ff-3c6b6fae105e | 삼악산 | 삼악산 5번 코스 (역방향) | 13070m | 13.1km |
| 3c516342-2914-463b-b40d-1ed821064754 | 팔공산 | 팔공산 4번 코스 (정방향) | 13062m | 13.1km |
| da61b42c-7e07-4bca-869f-45a25a90b56f | 관악산 | 관악산 20번 코스 (정방향) | 13057m | 13.1km |
| 2e237d54-8088-401b-a1e9-6f9efd5a4f2a | 내포문화숲길 | 내포문화숲길 2번 코스 (왕복코스) | 13020m | 13km |
| 6d16e6b6-ab4a-47a5-8bf4-b876a7b9a32b | 금정산 | 금정산 7번 코스 (역방향) | 12951m | 13km |
| da79c7b3-e84b-4445-8507-0ed04f1d0d06 | 운장산 | 운장산 1번 코스 (역방향) | 12948m | 12.9km |
| 4302b55e-b1dd-436e-a703-5b9ea7c1d970 | 가리산 | 가리산 2번 코스 (왕복코스) | 12948m | 12.9km |
| ad52477d-1c13-4528-b26c-0bd0d51acdff | 백덕산 | 백덕산 3번 코스 (정방향) | 12925m | 12.9km |
| 24214a5f-c5ec-4ea0-ad4a-bf368bd7c551 | 칠갑산 | 칠갑산 1번 코스 (정방향) | 12884m | 12.9km |
| d75c11c2-89d8-43de-9775-f6c0e27bc6e0 | 운악산 | 운악산 5번 코스 (왕복코스) | 12876m | 12.9km |
| 5d0fa09c-4b35-4a59-a296-58c0f85f643b | 치악산 | 치악산 3번 코스 (역방향) | 12835m | 12.8km |
| b8067a92-56ae-4644-ad90-670a28de2483 | 공작산 | 공작산 2번 코스 (왕복코스) | 12822m | 12.8km |
| d7a94b6c-2b32-4793-9579-f2e9c65a861b | 태백산 | 태백산 3번 코스 (정방향) | 12793m | 12.8km |
| 9a12a612-aac7-4a72-90e5-49ad2c7b20d8 | 지리산둘레길 | 지리산둘레길 6번 코스 (왕복코스) | 12740m | 12.7km |
| 2c927dc0-f5be-4d9b-b087-01ff1e82bc44 | 오대산 | 오대산 1번 코스 (왕복코스) | 12715m | 12.7km |
| 0e8fcdc6-965a-4f90-b452-b06109c0af1a | 관악산 | 관악산 9번 코스 (역방향) | 12695m | 12.7km |
| dce65502-4739-4231-af5c-14b3342105af | 가지산 | 가지산 3번 코스 (역방향) | 12675m | 12.7km |
| ce2e73ba-e071-4d6f-b2df-0988d0ad33df | 백운산(정선) | 백운산(정선) 1번 코스 (정방향) | 12658m | 12.7km |
| 840de25e-2aaf-4330-b0b9-8071c073a732 | 삼악산 | 삼악산 9번 코스 (왕복코스) | 12640m | 12.6km |
| 16411900-21e8-447a-bac9-5d8e707bfe3e | 북한산 | 북한산 24번 코스 (역방향) | 12640m | 12.6km |
| 28fee31e-fe73-464e-ac88-947eb31373f9 | 화왕산 | 화왕산 3번 코스 (역방향) | 12616m | 12.6km |
| 136e8b87-ef9d-41b2-a6bf-3486e8dcfa1a | 금정산 | 금정산 30번 코스 (정방향) | 12615m | 12.6km |
| 42d15029-248f-48c0-96f5-599081b6e53c | 금정산 | 금정산 30번 코스 (역방향) | 12615m | 12.6km |
| 14767e09-a2af-4a04-a2f3-5b72c52d6c84 | 신불산 | 신불산 7번 코스 (정방향) | 12608m | 12.6km |
| 4931aa3f-e20c-48be-9c67-f7a61c8e9d05 | 가지산 | 가지산 3번 코스 (정방향) | 12604m | 12.6km |
| 6021d535-c922-40d7-9c57-24432924a8c6 | 지리산둘레길 | 지리산둘레길 14번 코스 (왕복코스) | 12579m | 12.6km |
| 6e4e30d4-f10d-4be4-b4a1-1d072a545ae8 | 가야산 | 가야산 3번 코스 (정방향) | 12530m | 12.5km |
| 40767267-c3b9-4ab2-8add-92f7182c5ca3 | 금정산 | 금정산 5번 코스 (역방향) | 12495m | 12.5km |
| 41a53f76-c3b6-46e6-9870-7c79ade4f85c | 소요산 | 소요산 6번 코스 (왕복코스) | 12474m | 12.5km |
| 6b2b06a9-90a8-4c21-a5a9-a95fe9bda297 | 백운산(포천) | 백운산(포천) 4번 코스 (역방향) | 12454m | 12.5km |
| 180f757d-b954-49d8-bac2-1c9cda445625 | 명지산 | 명지산 1번 코스 (역방향) | 12440m | 12.4km |
| 2643890a-a369-4884-a965-6e0380d713dc | 두타산 | 두타산 1번 코스 (왕복코스) | 12438m | 12.4km |
| 8e98eb1a-a91e-4a88-aea8-f1ed2d6068ac | 팔공산 | 팔공산 15번 코스 (정방향) | 12429m | 12.4km |
| bbd4c9f2-1e59-471b-902a-0ab600b0f849 | 재약산 | 재약산 14번 코스 (역방향) | 12398m | 12.4km |
| 3091969b-7f07-46d4-a48a-2f5b027a26b5 | 청량산 | 청량산 2번 코스 (정방향) | 12391m | 12.4km |
| f19af5c5-ebee-46a8-b9fc-6ebc76202126 | 팔공산 | 팔공산 6번 코스 (역방향) | 12327m | 12.3km |
| 617ee218-103b-412a-aa66-f84a3dcb9c3a | 축령산 | 축령산 1번 코스 (정방향) | 12276m | 12.3km |
| 3af3a2d7-f31c-411c-9b3f-40e77b5e680d | 북한산 | 북한산 45번 코스 (정방향) | 12257m | 12.3km |
| aae2195f-10b5-421f-a337-2e743b4bfe88 | 신불산 | 신불산 17번 코스 (정방향) | 12257m | 12.3km |
| a52fae78-6edb-4cf6-9164-97f41961168d | 신불산 | 신불산 17번 코스 (역방향) | 12253m | 12.3km |
| 36723a60-4244-423c-8fca-0bd3fac99f2d | 소요산 | 소요산 5번 코스 (역방향) | 12218m | 12.2km |
| fef0b0df-f3e8-45ca-bf84-0f71ebb5ea26 | 삼악산 | 삼악산 6번 코스 (정방향) | 12198m | 12.2km |
| 3d18d5b9-35c0-4378-b84e-dc57d5b1c444 | 지리산둘레길 | 지리산둘레길 11번 코스 (왕복코스) | 12183m | 12.2km |
| c411b48f-3529-4db9-9ec2-5f1a5de8ff79 | 지리산둘레길 | 지리산둘레길 13번 코스 (왕복코스) | 12086m | 12.1km |
| 8c6480d2-fb34-44a1-ad06-c2aae10fd128 | 무등산 | 무등산 8번 코스 (정방향) | 12075m | 12.1km |
| 89c72e47-a318-4bdf-887a-701ae932dac2 | 공작산 | 공작산 5번 코스 (역방향) | 12055m | 12.1km |
| 6db52228-e6da-4de8-8a98-d90e3a58e9b5 | 태백산 | 태백산 4번 코스 (역방향) | 12050m | 12.1km |
| 2e23bbb5-8ecd-44b9-a8f2-4c6f4e24ebe6 | 재약산 | 재약산 8번 코스 (왕복코스) | 12039m | 12km |
| 0cee7ff6-1b74-4957-9ac7-7837dbd7da6e | 삼악산 | 삼악산 5번 코스 (정방향) | 12021m | 12km |
| 0ca97e27-0c1d-4569-b6b0-e438e5140654 | 관악산 | 관악산 4번 코스 (역방향) | 12000m | 12km |
| 51b05ed8-1f16-4bec-8729-8fdc07e348f7 | 팔공산 | 팔공산 13번 코스 (왕복코스) | 11999m | 12km |
| b2724267-39b0-4af0-b292-d37631db1703 | 서대산 | 서대산 4번 코스 (정방향) | 11964m | 12km |
| ddea1836-4177-4754-986b-8f69353c075b | 오대산 | 오대산 4번 코스 (왕복코스) | 11943m | 11.9km |
| 7ad7118f-4d6d-4b8f-983c-571216814f33 | 지리산둘레길 | 지리산둘레길 5번 코스 (왕복코스) | 11938m | 11.9km |
| 747186bc-6cf4-4bbf-a27b-fbb261c77485 | 가지산 | 가지산 4번 코스 (왕복코스) | 11929m | 11.9km |
| 07a75e5b-5f16-4d7d-b95d-61a95603a560 | 신불산 | 신불산 2번 코스 (정방향) | 11882m | 11.9km |
| a88fba56-9b86-420e-bad9-d1b67d6a4830 | 태백산 | 태백산 5번 코스 (왕복코스) | 11831m | 11.8km |
| 4f2550e0-7d29-4942-9525-5b225b045057 | 백운산(광양) | 백운산(광양) 5번 코스 (역방향) | 11800m | 11.8km |
| 068a5754-238b-478b-8116-a2534e5b73f4 | 운문산 | 운문산 9번 코스 (역방향) | 11757m | 11.8km |
| 3fd0406b-53fb-46fd-9e38-8b4485fb6fea | 비슬산 | 비슬산 4번 코스 (정방향) | 11728m | 11.7km |
| cffd3767-c2b7-4fdc-9c36-ae91a3169746 | 무등산 | 무등산 30번 코스 (왕복코스) | 11680m | 11.7km |
| d4b97594-61d5-4dcc-9a94-0a060cafd883 | 지리산둘레길 | 지리산둘레길 16번 코스 (왕복코스) | 11669m | 11.7km |
| ee8a019c-5480-481b-9a45-e121a028747a | 도봉산 | 도봉산 42번 코스 (정방향) | 11657m | 11.7km |
| 49c8a05a-68a4-433d-9bcf-29c4d735bf45 | 주흘산 | 주흘산 6번 코스 (왕복코스) | 11656m | 11.7km |
| dc4b7d18-7173-41a8-bfa5-18713bc9be9c | 관악산 | 관악산 18번 코스 (왕복코스) | 11589m | 11.6km |
| ea3d7892-436e-4223-9583-3e397846a631 | 도봉산 | 도봉산 37번 코스 (정방향) | 11583m | 11.6km |
| 9349f775-8f14-4f40-995e-465c63eed90d | 금정산 | 금정산 35번 코스 (왕복코스) | 11581m | 11.6km |
| cc51403e-004c-431a-95e8-453add795f86 | 화왕산 | 화왕산 3번 코스 (정방향) | 11540m | 11.5km |
| 67cdf2fb-0c90-4ea2-b88b-e9d885dfdb46 | 공작산 | 공작산 10번 코스 (왕복코스) | 11539m | 11.5km |
| 1b952fd4-4318-4cb4-a5b0-be8410aaa37c | 무등산 | 무등산 24번 코스 (정방향) | 11501m | 11.5km |
| 72551996-01a9-44fa-a088-016078765bc8 | 울진금강소나무숲길 | 울진금강소나무숲길 2번 코스 (왕복코스) | 11495m | 11.5km |
| a73c4faa-5eed-4ee7-b25a-c178097cf395 | 모악산 | 모악산 1번 코스 (역방향) | 11465m | 11.5km |
| a860c569-b9e5-470a-a1f0-3daa7929efb7 | 관악산 | 관악산 3번 코스 (역방향) | 11416m | 11.4km |
| 555d5fab-1b2b-43ae-aec7-e4c5bb3c90c9 | 삼악산 | 삼악산 8번 코스 (정방향) | 11414m | 11.4km |
| 8f571980-7ed5-4a7d-baff-88b167c7c4ac | 운문산 | 운문산 8번 코스 (정방향) | 11402m | 11.4km |
| a66658de-dd84-42fc-9b4b-50e057033a5d | 운문산 | 운문산 8번 코스 (역방향) | 11398m | 11.4km |
| e87dab96-92c0-4a3e-a2b6-3e582bece897 | 응봉산 | 응봉산 1번 코스 (역방향) | 11389m | 11.4km |
| 3a31550b-7e4c-480e-b76a-3738407e46a2 | 금정산 | 금정산 31번 코스 (역방향) | 11383m | 11.4km |
| 7a50d4cb-ddd1-436f-afd1-cd97860caf3c | 금정산 | 금정산 31번 코스 (정방향) | 11383m | 11.4km |
| e2d19ca7-142f-48d1-afec-0986278dc9ea | 무학산 | 무학산 3번 코스 (역방향) | 11380m | 11.4km |
| 05f5bc0b-f180-48d3-9a13-e143a33eadc9 | 화악산 | 화악산 1번 코스 (왕복코스) | 11374m | 11.4km |
| 1271f43b-3b34-4baa-937c-1381ceb462c2 | 치악산 | 치악산 2번 코스 (역방향) | 11373m | 11.4km |
| 5105b6e9-c0ec-491e-ad80-4431784d9638 | 덕숭산 | 덕숭산 2번 코스 (역방향) | 11351m | 11.4km |
| d4ca46ac-1553-4ad7-938a-e4d9d91122de | 설악산 | 설악산 3번 코스 (왕복코스) | 11346m | 11.3km |
| 4cb7415e-ebe7-47b8-a4a0-e3c7f43f28e8 | 관악산 | 관악산 21번 코스 (정방향) | 11343m | 11.3km |
| 846897cb-c451-430f-b516-0f27b90bec8b | 황석산 | 황석산 9번 코스 (정방향) | 11338m | 11.3km |
| 8af924cc-0972-4628-a8ea-0964a255f2e1 | 용화산 | 용화산 1번 코스 (왕복코스) | 11317m | 11.3km |
| 7a9baa81-449d-4d58-97ae-be48bfa6c21c | 황매산 | 황매산 4번 코스 (왕복코스) | 11284m | 11.3km |
| 30310c07-0c6f-4843-a0ee-cbeed35069eb | 도봉산 | 도봉산 43번 코스 (정방향) | 11255m | 11.3km |
| f6aae96c-23b2-4c78-949d-beb50fa37e75 | 유명산 | 유명산 6번 코스 (정방향) | 11254m | 11.3km |
| a5d720f6-67d2-4beb-ac7d-0fa806afebf1 | 금정산 | 금정산 24번 코스 (왕복코스) | 11231m | 11.2km |
| 172c475d-d43e-4898-8d73-73726e874811 | 대둔산 | 대둔산 1번 코스 (왕복코스) | 11226m | 11.2km |
| d296ad28-0219-4f7d-9574-e2d623c92b80 | 관악산 | 관악산 3번 코스 (정방향) | 11200m | 11.2km |
| a31d2263-f762-4d6c-befe-053ae88d1393 | 변산 | 변산 5번 코스 (왕복코스) | 11186m | 11.2km |
| c81d407f-c0f1-4455-8786-73079eeb048a | 도봉산 | 도봉산 39번 코스 (정방향) | 11163m | 11.2km |
| b4589668-238b-4fd6-8c8e-efcc2570994e | 공작산 | 공작산 7번 코스 (역방향) | 11163m | 11.2km |
| b132059f-c222-42a5-9a31-fbe94d41afb3 | 삼악산 | 삼악산 8번 코스 (역방향) | 11153m | 11.2km |
| f7aa2f13-b532-4571-92fd-080629009c69 | 팔공산 | 팔공산 9번 코스 (왕복코스) | 11144m | 11.1km |
| 145bb594-392a-4080-9dac-4935121dc2c7 | 덕유산 | 덕유산 6번 코스 (왕복코스) | 11143m | 11.1km |
| 787068c3-4fa7-471a-ab0a-79a9d144da5d | 금정산 | 금정산 1번 코스 (왕복코스) | 11137m | 11.1km |
| 9a3d8eed-1b9b-4466-af06-cb1326107347 | 선운산 | 선운산 3번 코스 (역방향) | 11124m | 11.1km |
| adcb60c0-1f44-4eea-b78e-26bbe0fe9a5a | 신불산 | 신불산 3번 코스 (정방향) | 11099m | 11.1km |
| f0244159-2639-42be-b848-8cf580603f15 | 감악산 | 감악산 3번 코스 (정방향) | 11061m | 11.1km |
| ca7b25c3-f471-4dd0-acd0-19849b31139b | 감악산 | 감악산 3번 코스 (역방향) | 11061m | 11.1km |
| 4d9ab2ef-21c3-4f19-b7c9-a896e9019ac0 | 신불산 | 신불산 4번 코스 (정방향) | 11059m | 11.1km |
| 2c7f6d70-b99f-4397-98c6-f966d3421e6c | 관악산 | 관악산 16번 코스 (역방향) | 11058m | 11.1km |
| 898a3245-aa0e-468a-8eb3-3a97c3564c6e | 관악산 | 관악산 16번 코스 (정방향) | 11058m | 11.1km |
| bdc5a7d8-300f-4819-8f56-1d1ed6289e5a | 황석산 | 황석산 6번 코스 (역방향) | 11054m | 11.1km |
| 188f0d2a-4248-4e67-a2b9-e5a90b167267 | 조계산 | 조계산 2번 코스 (왕복코스) | 11051m | 11.1km |
| 80130e32-3918-453c-b4b0-8026d3297020 | 지리산둘레길 | 지리산둘레길 4번 코스 (왕복코스) | 11042m | 11km |
| 572c1d19-00e8-4e81-9570-240d2056607d | 지리산둘레길 | 지리산둘레길 17번 코스 (왕복코스) | 11041m | 11km |
| 9dfda3bd-1657-4032-a02c-19e001cff54c | 비슬산 | 비슬산 5번 코스 (역방향) | 11032m | 11km |
| 96c3f97d-5193-417c-b525-7f35644b7695 | 관악산 | 관악산 14번 코스 (정방향) | 11001m | 11km |
| 1db490c9-b8bd-47b2-aa2e-5fd9b9af8e0b | 강천산 | 강천산 4번 코스 (왕복코스) | 10980m | 11km |
| 51dc7dde-e3c7-4518-af09-6a531269ac8a | 무등산 | 무등산 5번 코스 (왕복코스) | 10970m | 11km |
| fefc8ff4-4899-486a-842c-cf616e2966d9 | 북한산 | 북한산 32번 코스 (역방향) | 10968m | 11km |
